ID (int),Titre (str),Auteur (str),Date (int),Format (str),Genre (List(str)),Lectorat (str),Tags (List(str)),Synopsis (str)
535,Les Orpailleurs,Thierry Jonquet,1993, Roman,[' Policier'], Adulte,,"Un corps massacré est découvert dans un immeuble délabré. Non identifiable. On peut juste constater que c'est une jeune fille. Détail macabre, la main droite a été coupée. Le travail est propre, le tueur s'y connaissait. L'équipe de l'inspecteur divisionnaire Rovère est chargée de l'enquête. Une semaine plus tard, un deuxième cadavre est retrouvé. C'est aussi une femme et le rituel de l'assassinat est le même. Dès lors, l'idée d'un meurtrier poursuivant une vengeance prend forme et commence la course contre la montre pour éviter d'autres morts."
536,Moloch,Thierry Jonquet,1998, Roman,[' Policier'], Adulte,,"Quand la juge d'instruction Nadia Lintz arrive sur les lieux du crime, elle s'attend à trouver une scène d'horreur, mais pas à ça : des cadavres d'enfants carbonisés, figés dans une dernière tentative désespérée d'échapper à la mort. Que faisaient-ils, enfermés dans ce pavillon délabré ? Qui les y avait amenés ? Qui y a mis le feu ? Ce qui ressemble à première vue à un règlement de compte entre trafiquants d'enfants, se révèle n'être qu'un maillon d'une affaire bien plus horrible. Pour faire triompher la justice, Nadia devra plonger dans l'obscurité de l'âme humaine et contempler la face de Moloch."
537,PS : I love you,Cecelia Ahern,2004, Roman,"[' Contemporaine', ' Drame']", Adulte,[' Adapté en film'],""" Dès que Holly tenait une enveloppe dans sa main, elle sentait son lien avec lui. Les deux fois où elle en avait ouvert une, elle avait le sentiment qu'il était assis à côté d'elle et s'amusait de ses réactions. "" Quand on trouve l'âme sœur, on croit que le bonheur durera toujours. C'est ce que pensait Holly jusqu'à ce que son Gerry ne meure d'une terrible maladie. À trente ans, Holly se retrouve seule, démunie, sans espoir. Mais Gerry lui réserve une ultime surprise. Il lui a laissé dix lettres qui forment une "" liste "" de choses à accomplir pour réapprendre à vivre. Par-delà la mort, Gerry lui adresse un message d'amour et de courage : elle doit apprendre à être heureuse sans lui, malgré le lien fort qui les unissait. Holly va affronter sa douleur pour réaliser, entre rires et larmes, que la vie vaut malgré tout la peine d'être vécue. Une comédie romantique, drôle et poignante, qui dépeint la vie telle qu'elle est : belle et triste à la fois.Titre original : P.S. I love you (2004)"
538,Marley & Moi / Marley et Moi,John Grogan,2007, Roman,[' Histoire vraie'], Adulte,"[' Adapté en film', ' Autobiographie', ' Témoignage']","Si le chien est le meilleur ami de l'homme, il peut parfois être le pire. C'est ce que vont découvrir John et Jenny Grogan, quand ils décident d'acheter un labrador peu de temps après leur mariage, afin de tester leurs capacités parentales. D'adorable petite boule de poils, Marley se transforme en un mastodonte de quarante-cinq kilos, qui détruit tout sur son passage, dévore quantité de nourriture et d'objets en tout genre, et témoigne d'un attachementaussi débordant qu'envahissant envers ses maîtres.Titre original : Marley & Me: Life and Love With The World's Worst Dog (2007)"
539,L'histoire sans fin,Michael Ende,1979, Roman,"[' Fantasy', ' Aventure']", Adulte,,"À première vue, Bastien Balthasar Bux n'a rien d'un héros. Les héros sont grands, beaux et forts. Les héros ne courent pas sous la pluie pour se réfugier dans les librairies obscures et échapper ainsi à leurs camarades de classe. Ils ne volent pas non plus les vieux livres pour aller les dévorer dans les greniers de l'école... Bastien n'a pas pu résister. C'est comme si ce livre l'appelait. Son titre ? L'Histoire sans fin. Le garçon plonge dans un univers peuplé de mille créatures étonnantes : elfes nocturnes chevauchant des chauves-souris, Mange-Pierres, escargots de course, tortues millénaires et lions multicolores, Atréju, l'enfant guerrier sans peur et Fuchur, son fidèle Dragon de la Fortune... Toutes vouées à disparaître, avalées par le Néant, ce mal mystérieux qui ronge le Pays Fantastique. Bastien se trompait. Lui aussi a l'étoffe d'un héros. Et avant la dernière page du livre, son rôle lui sera révélé...Titre original : Die unendliche Geschichte (1979)"
540,L'Alphabet des rêves,Susan Fletcher,2007, Roman,[' Jeunesse'], Adulte,,"Quand nous vivions dans la cité des Morts, chaque nuit, mon frère rêvait de festins. - Les rêves, ça ne se mange pas, Babak, avais-je coutume de lui rappeler. Mais j'avais tort. Les rêves peuvent vraiment vous nourrir et vous permettre aussi de faire dans la vie réelle des voyages lointains vers des endroits qui dépassent tout ce que l'on peut imaginer. Je le sais bien, car c'est ce qui nous est arrivé. Découvrez le fabuleux périple de la jeune Mitra et de son frère Babak au sein de la caravane du mage Melchior. Un conte envoûtant dans la splendeur du désert.Titre original : Alphabet of dreams (2007)"
541,La Chanson de Charles Quint,Erik Orsenna,2009, Roman,[' Contemporaine'], Adulte,,"Comment vous expliquer d'un mot, vous qui ne l'avez pas connue ? Comment la saluer au plus juste maintenant qu'elle n'est plus ? Quel portrait d'elle puis-je toujours garder sur moi, que personne ne me vole, et pas même la vie qui passe ?"
542,Le Vol des cigognes,Jean-Christophe Grangé,1994, Roman,[' Thriller'], Adulte,,"L'ornithologue Böhm, qui étudie la migration des cigognes, a constaté que de nombreux couples ne reviennent jamais d'Afrique. Qui les fait disparaître ? Chargé de l'enquête, Louis Antioche rend visite à Böhm mais celui-ci est mort d'un infarctus. L'autopsie révèle que le vieil homme avait subi une transplantation cardiaque à l'époque où ce type d'opération était rare, d'autant que Böhm résidait en Afrique comme conseiller de Bokassa. Poursuivant ses investigations, Louis part en Bulgarie à la recherche de Rajko, un Tzigane pisteur de cigognes. Trop tard :celui-ci a été tué et on a prélevé son coeur. Ayant appris que des médecins de l'association humanitaire ""Monde unique"" - à qui Böhm a légué sa fortune - se trouvaient sur les lieux lors de sa mort, Louis poursuit son dangereux périple, de mystérieux tueurs à ses trousses..."
543,"Phaenomen, tome 1",Erik L'Homme,2006, Roman,[' Fantastique'], Enfance,,"Pour le personnel de la Clinique du Lac, Violaine, Claire, Nicolas et Arthur ne sont que des fous, des idiots ou des bons à rien. Pas vraiment des héros. Et pourtant... Quand le seul médecin qui se soucie d'eux est enlevé, ses jeunes protégés se lancent sur ses traces. Sans se douter qu'ils sont aussi sur la piste d'un des plus grands secrets du XXe siècle. Leur vie ne sera plus jamais la même. L'histoire de l'humanité non plus. Une course-poursuite haletante, où quatre adolescents vont puiser dans leur handicap la source de pouvoirs surnaturels."
544,"Le pouvoir des Cinq, tome 1 : Raven's Gate",Anthony Horowitz,2006, Roman,[' Fantastique'], Enfance,,"Élevé par sa tante à la mort de ses parents, Matt, véritable « graine de délinquant », est envoyé dans le Yorkshire pour y suivre un programme de redressement après avoir participé à un cambriolage. Il comprend rapidement que ses surveillants n'ont pas un comportement normal, et que le village tout entier semble frappé d'une malédiction. Matt mène l'enquête et découvre un terrible secret : les huit gardiens sont là pour protéger le monde contre le retour d'êtres maléfiques, jadis chassés par cinq enfants. Or des adeptes du diable semblent déterminés à tout faire pour permettre que les forces du mal franchissent à nouveau la Porte. Matt a toujours su qu'il était doté de pouvoirs inhabituels, mais comment lutter contre cette menace ? Car il n'y a ni preuve, ni logique, seulement la Porte. Et lui.Titre original : Power of Five, book 1 : Raven's Gate (2005)"
545,Le Retour des explorateurs / Le voyage gelé,Philip K. Dick,1990, Roman,[' Science-Fiction'], Adulte,,"A bord d'un vaisseau spatial en route pour une lointaine planète-colonie, un passager émerge accidentellement de son hibernation : il devra passer seul avec lui-même les dix ans qui le séparent de sa destination. Le voyage auquel convie ce recueil est également celui qu'accomplit Dick de 1958 à 1981. Un voyage durant lequel sa réflexion politique et morale s'enrichit de perspectives métaphysiques vertigineuses... Neuf nouvelles, neuf clés pour ouvrir les portes des univers divergents d'un auteur avant inspiré quelques-uns des meilleurs films de science-fiction contemporains : Blade Runner de Ridley Scott, Minority report de Steven Spielberg ou encore Paycheck de John WooTitre original : Frozen journey (1990)"
546,Substance mort,Philip K. Dick,1978, Roman,[' Science-Fiction'], Adulte,,"Bob Arctor est Fred, et Fred est Bob Arctor : un policier membre de la brigade des stupéfiants, infiltré (ou presque) dans un milieu de toxicomanes, et menant deux vies à la fois. Il vit avec deux autres hommes totalement déphasés par rapport à la réalité, Luckman et Barris. Donna, son amie, est dealeuse et consommatrice. Ils sont tous, excepté Donna, accro à la Substance M, une drogue qui mine peu à peu votre identité pour finir par faire de vous une larve.Titre original : A Scanner Darkly (1977)"
547,"Le maître du temps, intégrale",Louise Cooper,2007, Roman,[' Fantasy'], Adulte,,"Dans un monde dominé par le conflit entre l’Ordre et le Chaos, se dessine une histoire d’amour impossible sur fond de magie blanche et noire. La sombre forteresse du Nord abrite le Cercle des magiciens depuis une éternité. Mais dans leurs rangs, l’énigmatique Tarod, le plus redoutable des jeunes adeptes, ressent une attirance mystérieuse pour les forces obscures. Il est bientôt le seul à sentir la menace d’un adversaire antique, caché dans les abymes du Temps. Une menace très séduisante, qui fait vaciller ses convictions… Mais pas autant que la belle Cyllan, une jeune roturière rencontrée par hasard, qui fait basculer son destin. À moins que tout cela n’ait été prémédité ? Dans l’entrelacs d’intrigues et de vengeances mesquines qui va en découler, au détour d’un des couloirs du temps, dans une salle obscure, c’est la survie du monde face aux dieux anciens qui est en train de se jouer ; et pour Tarod, c’est l’heure du choix.Titre original : The Time Master Trilogy (2007)"
548,Mygale,Thierry Jonquet,1984, Roman,[' Policier'], Adulte,,"C’est un des huis - clos les plus effrayants de l’histoire du roman policier et le chef-d’oeuvre de l’auteur. Le récit de la vengeance machiavélique de Richard Lafargue, un chirurgien dont la fille Viviane a été violée et en a perdu la raison, contre le coupable sur lequel il s’acharne en mobilisant toutes les ressources de son savoir médical. Comme toujours chez Thierry Jonquet, le suspense s’incarne dans une dimension physique qui donne au livre une tension extraordinaire. La violence n’est pas une notion abstraite, elle s’inscrit dans la chair même des personnages. Le milieu médical que l’auteur connaît bien pour y avoir exercé à ses débuts devient une métaphore de la société tout entière vouée à la violence. Récit inoubliable et dérangeant qui met en évidence l’existence de pulsions morbides, sous le couvert des apparences de la normalité la plus ordinaire."
549,La bête et la belle,Thierry Jonquet,1985, Roman,[' Policier'], Adulte,,"Léon est vieux. Très vieux. Léon, est moche. Très moche. Léon est sale. Vraiment très sale ! Léon se tient très mal à table. C'est dans sa nature... C'est triste ? Non : Léon a enfin trouvé un ami, un vrai de vrai ! Seulement voilà, le copain en question est un peu dérangé. Parfois dangereusement. Mais Léon est indulgent envers ses amis. Pas vous ?"
550,Némésis,Isaac Asimov,1991, Roman,[' Science-Fiction'], Adulte,,"Némésis, l'étoile du châtiment, se dirige inexorablement vers le soleil.Mais les Terriens n'en savent rien, car l'astre mortel est caché par un nuage de poussière. Le danger n'est connu due de quelques savants postés sur un lointain satellite artificiel, mais certains d'entre eux, oubliant la solidarité des hommes, ne pensent qu'à fonder une société nouvelle sur Erythro, une planète du système de Némésis. Qui va sauver la Terre ? Marlène, la mal-aimée, qui s'est éprise d'une planète ? Tessa, la physicienne de génie qui cherche à percer les secrets de l'hyperespace ? Tanayama, le croisé de l'antiracisme ? Crile Fisher, l'agent secret qui franchit les années-lumière pour retrouver sa fille ? Ou l'étrange organisme qui s'est pris de passion pour les hommes ?Titre original : Nemesis (1989)"
551,Mémoire en cage,Thierry Jonquet,1986, Roman,[' Policier'], Adulte,,"Qui ? Pourquoi ? Comment ? Telles sont les trois questions que se pose le commissaire Gabelou face à ses trois cadavres. Car il y a forcément un lien entre les corps carbonisés retrouvés dans l'appentis du jardinier de l'hôpital. Mais Gabelou nage dans le brouillard. Qui a tué le docteur Morier, responsable du service des infirmes moteurs et cérébraux ? Cynthia, la jeune handicapée en fauteuil électrique ? Et le père de Cynthia ? Et si l'un des trois avait tué les autres et s'était suicidé ensuite ? Mais lequel ?... Ce n'est pas Cynthia qui parlera. C'est bien dommage car, si Gabelou pouvait entendre sa confession, il verrait qu'il ne faut pas se fier aux apparences..."
